cell_name,cell_type1,variables,measures
10_VEN_rapid,von Economo neuron,Average fragmentation,-0.781731143390876
10a_spindle18aACC,von Economo neuron,Average fragmentation,1.6534762545534425
11_VEN_Cox,von Economo neuron,Average fragmentation,-0.23071809038504973
12_VEN_Cox,von Economo neuron,Average fragmentation,-1.0986240985302498
12a_spindle19aACC,von Economo neuron,Average fragmentation,-1.699072740393347
12o_spindle9aFI,von Economo neuron,Average fragmentation,-0.7544568320481208
13_VEN_Cox,von Economo neuron,Average fragmentation,0.09985519875500423
13o_spindle10aFI,von Economo neuron,Average fragmentation,0.664829244901977
15_VEN_Cox,von Economo neuron,Average fragmentation,-0.43090721780794283
15o_spindle12aFI,von Economo neuron,Average fragmentation,0.676825624059859
16_VEN_Cox,von Economo neuron,Average fragmentation,-0.43566403041943647
16o_spindle13aFI,von Economo neuron,Average fragmentation,0.38897009537642657
17_VEN_rapid,von Economo neuron,Average fragmentation,-0.791626177189369
18_VEN_Cox,von Economo neuron,Average fragmentation,-0.3710404642300059
19_VEN_Cox,von Economo neuron,Average fragmentation,0.5638855073809141
19o_spindle14aFI,von Economo neuron,Average fragmentation,0.08803153291433219
20_VEN_Cox,von Economo neuron,Average fragmentation,0.14727939710559965
21_VEN_rapid,von Economo neuron,Average fragmentation,-0.29909097483558195
21o_spindle15aFI,von Economo neuron,Average fragmentation,0.17307844886385224
22_VEN_rapid,von Economo neuron,Average fragmentation,-0.6211437403266062
22o_pyramidal16aFI,von Economo neuron,Average fragmentation,0.8612330721226829
23_VEN_rapid,von Economo neuron,Average fragmentation,-0.2107265239179854
23o_spindle16aFI,von Economo neuron,Average fragmentation,1.8488078199298028
25o_spindle17aFI,von Economo neuron,Average fragmentation,-1.7587264808800582
26o_spindle18aFI,von Economo neuron,Average fragmentation,2.3751732432921107
28o_spindle20aFI,von Economo neuron,Average fragmentation,0.3074134277121932
28o_spindle21aFI,von Economo neuron,Average fragmentation,-1.5416474303116647
29o_spindle22aFI,von Economo neuron,Average fragmentation,0.18616148264251417
30o_spindle23aFI,von Economo neuron,Average fragmentation,0.3769737162185446
01_VEN_Cox,von Economo neuron,Max fragmentation,0.3870443871039457
02_VEN_Cox,von Economo neuron,Max fragmentation,-1.02695307806652
03_VEN_rapid,von Economo neuron,Max fragmentation,-0.5233375425263541
03a_spindle2aFI,von Economo neuron,Max fragmentation,-1.4724591287366666
03a_spindle6aFI,von Economo neuron,Max fragmentation,-0.5427073708163604
03b_pyramidal3aFI,von Economo neuron,Max fragmentation,-0.1553108050162329
03b_spindle5aACC,von Economo neuron,Max fragmentation,-1.4530893004466603
03b_spindle6aACC,von Economo neuron,Max fragmentation,-1.7630065530867622
03b_spindle7aACC,von Economo neuron,Max fragmentation,0.07712713446384362
04_VEN_rapid,von Economo neuron,Max fragmentation,0.42578404368395845
04b_spindle3aFI,von Economo neuron,Max fragmentation,-0.8332547951664562
05_VEN_rapid,von Economo neuron,Max fragmentation,0.4451538719739648
05b_spindle5aFI,von Economo neuron,Max fragmentation,0.17397627591387552
06_VEN_rapid,von Economo neuron,Max fragmentation,-0.6395565122663923
06b_spindle8aACC,von Economo neuron,Max fragmentation,-0.4264884010763222
07_VEN_rapid,von Economo neuron,Max fragmentation,0.6775918114540413
07b_spindle9aACC,von Economo neuron,Max fragmentation,-0.3490090879162967
08_VEN_rapid,von Economo neuron,Max fragmentation,0.7357012963240604
08a_spindle13aACC,von Economo neuron,Max fragmentation,2.963231549674794
09_VEN_rapid,von Economo neuron,Max fragmentation,-0.19405046159624567
09o_spindle7aFI,von Economo neuron,Max fragmentation,0.8712900943541051
09o_spindle8aFI,von Economo neuron,Max fragmentation,0.30956507394392013
10_VEN_rapid,von Economo neuron,Max fragmentation,0.7938107811940797
10a_spindle18aACC,von Economo neuron,Max fragmentation,2.5564651555846605
11_VEN_Cox,von Economo neuron,Max fragmentation,0.2708254173639074
12_VEN_Cox,von Economo neuron,Max fragmentation,-0.775145310296437
12a_spindle19aACC,von Economo neuron,Max fragmentation,-1.743636724796756
12o_spindle9aFI,von Economo neuron,Max fragmentation,-1.1238022195165518
13_VEN_Cox,von Economo neuron,Max fragmentation,-0.19405046159624567
13o_spindle10aFI,von Economo neuron,Max fragmentation,0.6388521548740286
15_VEN_Cox,von Economo neuron,Max fragmentation,0.6001124982940158
15o_spindle12aFI,von Economo neuron,Max fragmentation,-0.3296392596262903
16_VEN_Cox,von Economo neuron,Max fragmentation,0.4451538719739648
16o_spindle13aFI,von Economo neuron,Max fragmentation,-0.1553108050162329
17_VEN_rapid,von Economo neuron,Max fragmentation,-0.38774874449630947
18_VEN_Cox,von Economo neuron,Max fragmentation,0.6969616397440477
19_VEN_Cox,von Economo neuron,Max fragmentation,0.9875090640941434
19o_spindle14aFI,von Economo neuron,Max fragmentation,-0.17468063330623929
20_VEN_Cox,von Economo neuron,Max fragmentation,1.0649883772541688
21_VEN_rapid,von Economo neuron,Max fragmentation,0.3289349022339265
21o_spindle15aFI,von Economo neuron,Max fragmentation,-0.29089960304627754
22_VEN_rapid,von Economo neuron,Max fragmentation,-0.620186683976386
22o_pyramidal16aFI,von Economo neuron,Max fragmentation,1.1037280338341817
23_VEN_rapid,von Economo neuron,Max fragmentation,-0.48459788594634134
23o_spindle16aFI,von Economo neuron,Max fragmentation,1.5298642562143219
25o_spindle17aFI,von Economo neuron,Max fragmentation,-1.6661574116367304
26o_spindle18aFI,von Economo neuron,Max fragmentation,1.7235625391143858
28o_spindle20aFI,von Economo neuron,Max fragmentation,0.8325504377740923
28o_spindle21aFI,von Economo neuron,Max fragmentation,-1.4530893004466603
29o_spindle22aFI,von Economo neuron,Max fragmentation,-0.8138849668764497
30o_spindle23aFI,von Economo neuron,Max fragmentation,-0.25215994646626483
01_VEN_Cox,von Economo neuron,Average Rall’s ratio,-0.3792823020416263
02_VEN_Cox,von Economo neuron,Average Rall’s ratio,0.11359443492061136
03_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.5726424320776999
03a_spindle2aFI,von Economo neuron,Average Rall’s ratio,0.24116253154613185
03a_spindle6aFI,von Economo neuron,Average Rall’s ratio,0.19767340769652253
03b_pyramidal3aFI,von Economo neuron,Average Rall’s ratio,0.10295989450192036
03b_spindle5aACC,von Economo neuron,Average Rall’s ratio,0.4943620091484033
03b_spindle6aACC,von Economo neuron,Average Rall’s ratio,3.4226296816887576
03b_spindle7aACC,von Economo neuron,Average Rall’s ratio,-0.3464277186107082
04_VEN_rapid,von Economo neuron,Average Rall’s ratio,-0.43340596630992684
04b_spindle3aFI,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
05_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.2459173424203558
05b_spindle5aFI,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
06_VEN_rapid,von Economo neuron,Average Rall’s ratio,-0.10361924233357019
06b_spindle8aACC,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
07_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.2673255884540567
07b_spindle9aACC,von Economo neuron,Average Rall’s ratio,0.697311253779913
08_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.3767790153587533
08a_spindle13aACC,von Economo neuron,Average Rall’s ratio,0.5813402568476217
09_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.06112915590844285
09o_spindle7aFI,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
09o_spindle8aFI,von Economo neuron,Average Rall’s ratio,1.056821344270016
10_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.7408003776295223
10a_spindle18aACC,von Economo neuron,Average Rall’s ratio,-0.7407291081804985
11_VEN_Cox,von Economo neuron,Average Rall’s ratio,0.41815746706419477
12_VEN_Cox,von Economo neuron,Average Rall’s ratio,-0.05070167643336562
12a_spindle19aACC,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
12o_spindle9aFI,von Economo neuron,Average Rall’s ratio,-0.07099660089651667
13_VEN_Cox,von Economo neuron,Average Rall’s ratio,0.757233467894828
13o_spindle10aFI,von Economo neuron,Average Rall’s ratio,-0.18696759782880779
15_VEN_Cox,von Economo neuron,Average Rall’s ratio,0.5233547583814763
15o_spindle12aFI,von Economo neuron,Average Rall’s ratio,1.3612452112172808
16_VEN_Cox,von Economo neuron,Average Rall’s ratio,0.2566214654372064
16o_spindle13aFI,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
17_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.34794862552138556
18_VEN_Cox,von Economo neuron,Average Rall’s ratio,1.4206803471450795
19_VEN_Cox,von Economo neuron,Average Rall’s ratio,-0.12276605392709125
19o_spindle14aFI,von Economo neuron,Average Rall’s ratio,-0.5841682623219053
20_VEN_Cox,von Economo neuron,Average Rall’s ratio,-0.27200912987925707
21_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.1008840136568324
21o_spindle15aFI,von Economo neuron,Average Rall’s ratio,1.0336271448835577
22_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.3327216336241759
22o_pyramidal16aFI,von Economo neuron,Average Rall’s ratio,0.7567463897077122
23_VEN_rapid,von Economo neuron,Average Rall’s ratio,0.6532422749456426
23o_spindle16aFI,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
25o_spindle17aFI,von Economo neuron,Average Rall’s ratio,0.0353835945894742
26o_spindle18aFI,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
28o_spindle20aFI,von Economo neuron,Average Rall’s ratio,-0.22175889690849518
28o_spindle21aFI,von Economo neuron,Average Rall’s ratio,-0.468197265389614
29o_spindle22aFI,von Economo neuron,Average Rall’s ratio,1.116743558384931
30o_spindle23aFI,von Economo neuron,Average Rall’s ratio,-1.7438782316448178
01_VEN_Cox,von Economo neuron,Number of branches,-0.2596751736278659
02_VEN_Cox,von Economo neuron,Number of branches,-0.10176459507037985
03_VEN_rapid,von Economo neuron,Number of branches,-0.18949269426898324
03a_spindle2aFI,von Economo neuron,Number of branches,1.5650692897030842
03a_spindle6aFI,von Economo neuron,Number of branches,-0.34740327282646927
03b_pyramidal3aFI,von Economo neuron,Number of branches,-0.11931021491010053
03b_spindle5aACC,von Economo neuron,Number of branches,-0.575496330742838
03b_spindle6aACC,von Economo neuron,Number of branches,1.5650692897030842
03b_spindle7aACC,von Economo neuron,Number of branches,-0.6105875704222794
04_VEN_rapid,von Economo neuron,Number of branches,0.28423904140347495
04b_spindle3aFI,von Economo neuron,Number of branches,-0.6281331902620001
05_VEN_rapid,von Economo neuron,Number of branches,0.600060198518447
05b_spindle5aFI,von Economo neuron,Number of branches,-0.7509525291400448
06_VEN_rapid,von Economo neuron,Number of branches,0.7579707770759332
06b_spindle8aACC,von Economo neuron,Number of branches,-0.7509525291400448
07_VEN_rapid,von Economo neuron,Number of branches,0.8456988762745365
07b_spindle9aACC,von Economo neuron,Number of branches,-0.32985765298674863
08_VEN_rapid,von Economo neuron,Number of branches,0.8632444961142572
08a_spindle13aACC,von Economo neuron,Number of branches,-0.6456788101017208
09_VEN_rapid,von Economo neuron,Number of branches,0.31933028108291633
09o_spindle7aFI,von Economo neuron,Number of branches,-0.7334069093003242
09o_spindle8aFI,von Economo neuron,Number of branches,-0.6807700497811621
10_VEN_rapid,von Economo neuron,Number of branches,0.1438740826857096
10a_spindle18aACC,von Economo neuron,Number of branches,-0.7158612894606035
11_VEN_Cox,von Economo neuron,Number of branches,-0.2070383141087039
12_VEN_Cox,von Economo neuron,Number of branches,0.389512760441799
12a_spindle19aACC,von Economo neuron,Number of branches,1.4773411905044809
12o_spindle9aFI,von Economo neuron,Number of branches,-0.6807700497811621
13_VEN_Cox,von Economo neuron,Number of branches,0.16141970252543025
13o_spindle10aFI,von Economo neuron,Number of branches,-0.6281331902620001
15_VEN_Cox,von Economo neuron,Number of branches,0.6351514381978884
15o_spindle12aFI,von Economo neuron,Number of branches,-0.522859471223676
16_VEN_Cox,von Economo neuron,Number of branches,0.23160218188431295
16o_spindle13aFI,von Economo neuron,Number of branches,-0.7509525291400448
17_VEN_rapid,von Economo neuron,Number of branches,-0.18949269426898324
18_VEN_Cox,von Economo neuron,Number of branches,-0.11931021491010053
19_VEN_Cox,von Economo neuron,Number of branches,0.42460400012124033
19o_spindle14aFI,von Economo neuron,Number of branches,-0.6456788101017208
20_VEN_Cox,von Economo neuron,Number of branches,0.09123722316654756
21_VEN_rapid,von Economo neuron,Number of branches,0.8807901159539778
21o_spindle15aFI,von Economo neuron,Number of branches,-0.7158612894606035
22_VEN_rapid,von Economo neuron,Number of branches,0.1263284628459889
22o_pyramidal16aFI,von Economo neuron,Number of branches,-0.2772207934675866
23_VEN_rapid,von Economo neuron,Number of branches,0.056145983487106206
23o_spindle16aFI,von Economo neuron,Number of branches,-0.7158612894606035
25o_spindle17aFI,von Economo neuron,Number of branches,5.688289952037442
26o_spindle18aFI,von Economo neuron,Number of branches,-0.7509525291400448
28o_spindle20aFI,von Economo neuron,Number of branches,-0.575496330742838
28o_spindle21aFI,von Economo neuron,Number of branches,-0.32985765298674863
29o_spindle22aFI,von Economo neuron,Number of branches,-0.6456788101017208
30o_spindle23aFI,von Economo neuron,Number of branches,-0.7334069093003242
01_VEN_Cox,von Economo neuron,Soma surface,-0.0166171008637568
02_VEN_Cox,von Economo neuron,Soma surface,-0.391145442594655
03_VEN_rapid,von Economo neuron,Soma surface,1.7206751562509803
03a_spindle2aFI,von Economo neuron,Soma surface,-0.8352153932590031
03a_spindle6aFI,von Economo neuron,Soma surface,0.0875027981260633
03b_pyramidal3aFI,von Economo neuron,Soma surface,-0.16076817614710337
03b_spindle5aACC,von Economo neuron,Soma surface,-0.9026629857991194
03b_spindle6aACC,von Economo neuron,Soma surface,-1.2634400569728275
03b_spindle7aACC,von Economo neuron,Soma surface,-1.2150294376601707
04_VEN_rapid,von Economo neuron,Soma surface,0.9721825062370656
04b_spindle3aFI,von Economo neuron,Soma surface,-0.4238745810778796
05_VEN_rapid,von Economo neuron,Soma surface,0.48816074925538966
05b_spindle5aFI,von Economo neuron,Soma surface,-0.7561122352779283
06_VEN_rapid,von Economo neuron,Soma surface,0.44359535198113653
06b_spindle8aACC,von Economo neuron,Soma surface,-0.6069625402169464
07_VEN_rapid,von Economo neuron,Soma surface,0.03499364834032538
07b_spindle9aACC,von Economo neuron,Soma surface,-0.48616819133375866
08_VEN_rapid,von Economo neuron,Soma surface,0.4432576074015666
08a_spindle13aACC,von Economo neuron,Soma surface,-0.9867242342082809
09_VEN_rapid,von Economo neuron,Soma surface,2.3114917492926703
09o_spindle7aFI,von Economo neuron,Soma surface,-0.4486616557725172
09o_spindle8aFI,von Economo neuron,Soma surface,-0.9112602740720721
10_VEN_rapid,von Economo neuron,Soma surface,2.5820420447571677
10a_spindle18aACC,von Economo neuron,Soma surface,-1.1681285366181915
11_VEN_Cox,von Economo neuron,Soma surface,-0.6469802067272904
12_VEN_Cox,von Economo neuron,Soma surface,-0.10582219921976832
12a_spindle19aACC,von Economo neuron,Soma surface,-0.8917707231079889
12o_spindle9aFI,von Economo neuron,Soma surface,-0.09882582025397703
13_VEN_Cox,von Economo neuron,Soma surface,-0.2888240334910448
13o_spindle10aFI,von Economo neuron,Soma surface,0.3917853334751083
15_VEN_Cox,von Economo neuron,Soma surface,-0.63413240292045
15o_spindle12aFI,von Economo neuron,Soma surface,0.9735503717843238
16_VEN_Cox,von Economo neuron,Soma surface,0.08561311720336962
16o_spindle13aFI,von Economo neuron,Soma surface,-0.6403181948952734
17_VEN_rapid,von Economo neuron,Soma surface,2.6036745850786223
18_VEN_Cox,von Economo neuron,Soma surface,-0.03659300402242059
19_VEN_Cox,von Economo neuron,Soma surface,0.25165004124284807
19o_spindle14aFI,von Economo neuron,Soma surface,-0.9583942188739546
20_VEN_Cox,von Economo neuron,Soma surface,0.10913364972461978
21_VEN_rapid,von Economo neuron,Soma surface,1.7075706665636667
21o_spindle15aFI,von Economo neuron,Soma surface,-0.6708807019005569
