file_name,Soma_surface,Soma_Surface$Total_sum,Surface$Total_sum,Volume$Total_sum,N_stems$Total_sum,N_bifs$Total_sum,N_branch$Total_sum,Width$Maximum,Height$Maximum,Depth$Maximum,Diameter$Average,EucDistance$Maximum,EucDistance$Total_sum,PathDistance$Maximum,PathDistance$Total_sum,Branch_Order$Maximum,Branch_Order$Average,Contraction$Average,Contraction$Maximum,Fragmentation$Average,Fragmentation$Maximum,Partition_asymmetry$Average,Pk_classic$Average,Pk_classic$Maximum,Bif_ampl_local$Average,Bif_ampl_local$Total_sum,Fractal_Dim$Total_sum,Fractal_Dim$Average,Bif_ampl_remote$Average,Bif_ampl_remote$Maximum,Length$Total_sum,Length$Average,Rall_Power$Average,cell_name,cell_type1,Soma_Width,Soma_Height
126-3-10.CNG.swc,34456,34456,10088.5,12159.6,11,20,51,240.95,394.94,91.66,0.827853,265.483,44222.4,303.268,51076.3,3,1.3658,0.924641,1,8.09615,30,0.416667,1.07583,2,63.7453,1211.16,34.6925,1.02037,49.2995,100.72,3690.28,8.78638,0.5,126-3-10,pyramidal,172.41,74.77
126-3-2.CNG.swc,19755.8,19755.8,7872.83,7733.77,8,17,42,370.51,363.68,98.17,0.754047,291.441,41612.2,365.874,52037.1,4,2.20968,0.895994,1,8.65116,33,0.470588,1.55674,3.77556,50.4837,807.739,25.6585,1.02634,48.2519,88.8968,3188.33,8.59389,0.388,126-3-2,pyramidal,86.81,74.24
126-3-3.CNG.swc,21475.7,21475.7,10685.5,9412.53,7,18,43,404.44,485.75,88.32,0.633641,312,78764.8,385.633,91384.5,3,2.09654,0.927207,1,12.4773,33,0.342593,1.51561,2,50.8086,863.746,32.5172,1.01616,41.305,62.3085,4860.4,8.86934,0.515,126-3-3,pyramidal,122.42,199.08
126-3-4.CNG.swc,33073,33073,10790.3,12286.3,7,19,45,295.58,433.46,107.11,0.691602,309.782,71081.9,363.662,84368.8,4,2.47882,0.920092,1,11.8043,35,0.414035,1.51131,2,66.3414,1194.14,35.7006,1.02002,59.5784,147.873,4387.65,8.0953,0.488,126-3-4,pyramidal,199.99,42.2
126-3-5.CNG.swc,47249.4,47249.4,13294.9,15826.7,7,31,69,284.51,433.01,144.51,0.66517,274.586,83383.5,311.794,100491,6,2.65158,0.911882,1,9.47143,23,0.45,1.65115,2,56.8179,1704.54,53.1603,1.02231,46.2367,88.0336,6183.22,9.34022,0.4475,126-3-5,pyramidal,196.02,97.7
126-3-6.CNG.swc,53868.6,53868.6,13103,17583.8,8,34,76,269.56,481.17,120.13,0.627345,311.217,95798.8,338.568,113440,4,2.38927,0.932894,1,9.44156,37,0.279412,1.59886,2,56.6932,1870.88,53.7808,1.01473,53.4127,94.5389,6060.4,8.34766,0.535,126-3-6,pyramidal,142.85,77.52
126-3-7.CNG.swc,24971.7,24971.7,9639.45,8935.97,6,27,60,239.67,418.79,113.02,0.596458,283.972,72360.8,357.042,90208.8,4,2.53277,0.911525,1,9.7541,33,0.400353,1.65763,2,67.3691,1751.6,39.9203,1.0236,65.3462,139.193,4917.18,8.27807,0.4,126-3-7,pyramidal,97.62,84.4
126-3-8.CNG.swc,44649.4,44649.4,13136.2,15528.1,10,27,64,449.97,385.39,94.54,0.692581,409.778,103543,569.259,132709,5,2.36752,0.914932,1,10.8,44,0.398765,1.55488,2,58.1887,1512.91,45.9841,1.02187,62.0141,170.633,5539.57,7.90238,0.406667,126-3-8,pyramidal,119.43,141.28
126-3-9.CNG.swc,23430.5,23430.5,8968.02,8850.28,7,24,55,300.28,460.02,104.23,0.687961,284.131,58292.5,317.688,68890.4,4,2.34576,0.932409,1,8.625,30,0.305556,1.55515,2,61.7376,1419.96,35.6674,1.01907,57.2171,127.003,4064.08,8.4317,0.48,126-3-9,pyramidal,120.62,55.5
12_VEN_Cox.CNG.swc,78743.5,78743.5,20060.7,32508.9,5,32,69,122.67,855.68,122.12,1.71561,852.73,151190,973.643,188792,13,6.52837,0.857126,1,11.3286,71,0.729167,1.3605,2,72.2331,2239.22,50.3159,1.04825,71.766,142.467,3105.94,3.92164,1.46,12_VEN_Cox,von Economo neuron,89.81,52.89
12a_spindle19aACC.CNG.swc,32202.5,32202.5,8065.84,12584.2,3,64,131,76.38,430.27,90.51,2.19985,380.255,59658.3,435.875,69075.2,39,16.7437,0.967874,1,2.98485,21,0.894426,1.91051,2.27917,89.9085,5664.24,32.148,1.03703,88.005,167.987,966.622,2.4596,0,12a_spindle19aACC,von Economo neuron,21.92,72.99
12o_spindle9aFI.CNG.swc,79157.8,79157.8,9376.87,29235.8,2,3,8,188.3,242.68,49,3.952,182.754,12726.1,251.953,18123.9,2,0.993103,0.796009,1,16.1111,53,0.666667,1.19874,2,107.157,321.471,5.59553,1.11911,46.2059,62.0103,547.593,3.80273,1.4425,12o_spindle9aFI,von Economo neuron,117.12,172.76
130-1-1.CNG.swc,44347.8,44347.8,9901.66,18277.8,7,26,59,305.15,222.13,108.63,0.845131,243.174,40294.8,283.041,50084,6,2.71183,0.907334,1,7.75,36,0.608059,1.63431,2,60.9453,1523.63,37.8896,1.02404,53.5184,90.0703,3208.45,6.91475,0.345,130-1-1,pyramidal,58.84,126.19
130-1-10.CNG.swc,166077,166077,11747.5,45984.8,6,25,56,247.08,360.92,103.17,0.956644,251.174,38851.8,319.935,52869.8,5,2.49351,0.874606,1,6.75439,29,0.458667,1.61484,2,72.3991,1737.58,36.9622,1.02673,68.0245,144.506,3143.91,8.18727,0.313,130-1-10,pyramidal,68.29,84.53
130-1-2.CNG.swc,34177.6,34177.6,6871.58,11010,4,23,50,300.04,293.47,96.51,0.726172,263.716,42185.1,335.74,57598.8,7,3.4064,0.895147,1,7.96078,32,0.582016,1.75417,2,73.992,1627.82,28.8411,1.03004,55.6618,170.02,2775.02,6.8519,0.365,130-1-2,pyramidal,50.09,87.22
130-1-3.CNG.swc,46985.8,46985.8,9116.52,15916.8,7,22,51,326.81,216.42,98.78,0.912082,279.983,34970.6,316.712,43282,4,2.16848,0.882781,1,7.07692,28,0.362554,1.5678,2,63.0817,1324.71,36.3073,1.03735,57.513,113.286,2952.11,8.0439,0.345,130-1-3,pyramidal,80.5,133.56
130-1-4.CNG.swc,176906,176906,14094.7,50643.3,5,29,63,384.61,412.04,99.53,0.941344,378.641,45776,405.789,57113.7,5,2.79446,0.888012,1,6.76562,30,0.456158,1.73612,2,73.6356,2061.8,33.235,1.03859,62.7488,108.806,3579.77,8.28651,0.33125,130-1-4,pyramidal,269.35,298.54
130-1-5.CNG.swc,172612,172612,9839.72,46139,4,16,36,374.28,238.27,88.47,0.930087,345.72,38150.9,395.664,48917.8,4,2.45773,0.863697,1,9.27027,40,0.333333,1.58022,2,76.9394,1154.09,24.7889,1.03287,61.6951,133.589,2443.65,7.14517,0.318333,130-1-5,pyramidal,90.39,71.29
130-1-6.CNG.swc,20727.7,20727.7,6669.87,7986.95,5,22,49,298.38,297.56,100.44,0.741798,264.169,37349.8,341.471,47475.8,5,3.02326,0.904293,1,7.74,33,0.498557,1.73975,2,74.495,1564.39,28.0983,1.04068,62.4565,105.936,2625.01,6.80054,0.336667,130-1-6,pyramidal,76.1,116.21
130-1-7.CNG.swc,75793.7,75793.7,9442.79,23902.8,7,22,51,350.17,246.73,91.65,1.04726,258.693,27613.9,305.469,34288.8,3,1.87658,0.895223,1,6.07692,26,0.336364,1.56816,2,59.737,1254.48,32.0578,1.03412,57.5255,106.318,2403.58,7.63043,0.346,130-1-7,pyramidal,61.61,137.23
130-1-8.CNG.swc,77399.7,77399.7,12497.8,23448.5,8,28,64,333.54,386.33,78.33,0.708357,339.722,97124.6,406.76,114961,5,2.67113,0.891809,1,10.3385,47,0.365079,1.60273,2,61.3981,1657.75,45.2007,1.02729,46.2412,97.6834,5290.36,7.88429,0.393333,130-1-8,pyramidal,90.76,101.18
130-1-9.CNG.swc,110839,110839,10894.4,31862.1,7,32,71,303.66,369.37,95.6,0.778958,311.395,52446.4,350.277,63198,5,2.90855,0.925564,1,6.98611,48,0.355208,1.65633,2,75.7591,2348.53,36.8988,1.02497,73.7457,139.199,3643.42,7.25781,0.3775,130-1-9,pyramidal,38.69,63.46
130-2-1.CNG.swc,71633.4,71633.4,10342.6,20966.3,7,29,65,220.68,435.24,91.96,0.742796,274.01,62456,335.12,76716.3,5,2.50088,0.883669,1,8.56061,35,0.482759,1.58771,2,70.9576,1986.81,41.2804,1.03201,60.0735,141.271,4073.98,7.22337,0.406667,130-2-1,pyramidal,146.49,69.62
130-2-10.CNG.swc,60210.6,60210.6,7627.1,17939.3,7,21,49,170.2,386.66,93.93,0.955291,287.849,27370.5,323.747,31905.1,3,1.66554,0.933826,1,5.92,36,0.365079,1.46591,2,68.2256,1364.51,22.5173,1.02351,64.2583,135.962,2277.31,7.71971,0.379167,130-2-10,pyramidal,107.39,71.99
130-2-2.CNG.swc,147614,147614,14487.4,43937.8,6,36,78,341.84,445.87,96.48,0.690531,357.628,93767.3,425.596,116075,5,3.1466,0.874503,1,9.67089,47,0.324796,1.73398,2,65.9733,2309.07,49.6018,1.03337,56.0511,128.096,5430.61,7.11745,0.328,130-2-2,pyramidal,92.99,78.89
130-2-3.CNG.swc,44561,44561,10760.5,15607.2,7,36,79,303.24,301.42,96.81,0.775315,240.415,57448.2,286.783,72321,5,2.81622,0.892862,1,6.9375,28,0.411376,1.68152,2,70.8289,2479.01,44.1937,1.02776,59.1002,103.393,3971.96,7.1696,0.333333,130-2-3,pyramidal,139.29,171.68
130-2-4.CNG.swc,57100.5,57100.5,8291.18,16518.4,6,36,78,215.08,341.42,87.11,0.660871,275.281,47799.1,305.364,59071.6,6,3.0994,0.894266,1,6.36709,29,0.407804,1.8411,2,58.5644,2049.75,48.3644,1.02903,59.9506,143.036,3544.47,7.0607,0.338333,130-2-4,pyramidal,85.31,49.67
130-2-5.CNG.swc,58195.1,58195.1,9836.52,17219.7,5,26,57,319.87,668.78,114.54,0.663899,440.81,82352.5,478.383,95496.7,5,2.76966,0.911678,1,9.2069,44,0.410623,1.70895,2,56.2611,1406.53,36.9082,1.02523,52.5434,118.06,4368.21,8.19551,0.35625,130-2-5,pyramidal,127.13,66.2
130-2-6.CNG.swc,10441.7,10441.7,8316.54,5686.21,6,37,80,300.09,311.11,103.92,0.617407,287.048,55621.8,347.357,69942.3,6,3.09195,0.919543,1,6.44444,34,0.462708,1.72437,2,64.1671,2310.02,33.9659,1.02927,61.2268,149.618,4182.67,8.02816,0.399,130-2-6,pyramidal,107.78,60.4
130-2-7.CNG.swc,46223.3,46223.3,9517.11,15966.9,8,24,56,420.46,223.55,99.68,0.804061,306.014,44649.4,352.133,54153.1,4,2.09929,0.906778,1,7.42105,37,0.430556,1.52995,2,62.405,1435.31,28.884,1.03157,59.7428,118.349,3443.97,8.16106,0.3675,130-2-7,pyramidal,64.8,85.92
130-2-8.CNG.swc,39460,39460,10907.7,14289.5,8,35,78,297.85,396.5,113.32,0.693329,301.489,65059.6,347.737,76999.4,6,2.55363,0.920207,1,7.31646,35,0.406939,1.58811,2,61.0118,2074.4,45.2111,1.02753,53.2764,107.749,4741.14,8.21688,0.4225,130-2-8,pyramidal,87.26,52.32
130-2-9.CNG.swc,93392.1,93392.1,13391.5,29173.1,6,37,80,402.16,292.54,94.23,0.702212,272.101,68891.2,329.184,86464.3,5,3.15066,0.911584,1,7.45679,27,0.368597,1.73698,2,53.8887,1939.99,43.2228,1.02912,57.5675,122.931,5600.98,9.28852,0.288,130-2-9,pyramidal,56.86,103.02
130-3-1.CNG.swc,50743.2,50743.2,8261.82,15736.3,7,25,57,316.29,156.44,95.75,0.817469,239.333,33467.1,275.235,39926.4,4,2.39678,0.899436,1,6.43103,33,0.541333,1.5232,2,67.3799,1617.12,33.9688,1.02936,53.1203,105.32,2731.58,7.34296,0.418333,130-3-1,pyramidal,36.28,96.77
130-3-10.CNG.swc,30430.4,30430.4,7345.48,11150.9,6,21,48,311.04,264.71,100.9,0.847276,244.123,28630.9,282.358,34205.6,4,2.11218,0.924513,1,6.36735,28,0.434921,1.55364,2,62.8577,1257.15,28.7032,1.02511,55.5566,86.5002,2649.94,8.5207,0.373,130-3-10,pyramidal,115.24,96.91
130-3-2.CNG.swc,28276.4,28276.4,9766.5,11708.6,5,27,59,288.96,343.97,99.98,0.690494,283.966,67271.8,324.114,80911.5,5,2.94812,0.915691,1,9.31667,38,0.373898,1.7218,2,55.7373,1449.17,38.9985,1.02628,50.965,113.587,4103.93,7.35471,0.37125,130-3-2,pyramidal,146.94,194.46
130-3-3.CNG.swc,81530.2,81530.2,11802.7,25991.3,7,23,53,447.37,366.19,84.99,0.786622,352.902,62015.4,406.906,75518.5,4,1.97297,0.89579,1,9.59259,50,0.264493,1.46242,2,60.3167,1326.97,31.988,1.03187,45.9492,69.3071,3978.88,7.69609,0.345833,130-3-3,pyramidal,114.41,148.58
130-3-4.CNG.swc,36400.7,36400.7,10390.9,13548.6,7,28,63,380.62,370.06,92.7,0.732119,247.428,58689.5,299.041,73460.1,6,2.65455,0.918015,1,8.59375,34,0.469048,1.59245,2,61.4136,1658.17,35.9081,1.02594,51.9166,77.7289,4007.51,7.29966,0.3425,130-3-4,pyramidal,252.49,45.86
130-3-5.CNG.swc,42416.8,42416.8,9772.25,13263.4,7,25,57,355.95,354.73,119.83,0.658968,346.175,67646.3,396.143,84937.2,5,2.84499,0.893858,1,9.12069,37,0.471333,1.5518,2,53.8242,1291.78,31.948,1.03058,51.9109,98.2095,4495.06,8.51336,0.379167,130-3-5,pyramidal,52.9,123.31
130-3-6.CNG.swc,163383,163383,16267.9,48889.7,8,35,78,346.92,251.18,98.02,0.874111,244.948,61945.8,301.291,75998.9,6,3.03519,0.914174,1,6.83544,29,0.415238,1.61985,2,59.1135,2009.86,42.1798,1.02877,55.1248,119.313,5171.73,9.59504,0.344286,130-3-6,pyramidal,87.55,166.75
130-3-7.CNG.swc,60390.8,60390.8,9925.97,19359.7,6,20,46,411.83,264.97,124.08,0.881665,275.006,40681.1,342.629,53474.7,4,2.42458,0.909,1,7.61702,28,0.466667,1.63147,2,64.8889,1232.89,25.6601,1.0264,58.1287,146.007,3391.05,9.49875,0.4,130-3-7,pyramidal,66.7,136.71
130-3-8.CNG.swc,76810.7,76810.7,8341.77,22595.7,6,18,42,305.71,290.95,86.66,0.872533,279.553,31788.4,338.031,38737.1,4,2.16409,0.924843,1,7.51163,35,0.425926,1.47148,2,60.9339,1035.88,19.4906,1.02582,59.2432,100.177,2705.8,8.40311,0.343,130-3-8,pyramidal,72.25,66.71
130-3-9.CNG.swc,55899,55899,11435.5,20712.1,8,31,70,295.74,247.85,84.38,0.895167,270.721,40558,307.443,51982.3,5,2.47847,0.917576,1,5.88732,24,0.348094,1.63093,2,75.7469,2272.41,35.7903,1.02258,69.0441,123.548,3718.35,8.91691,0.338333,130-3-9,pyramidal,141.23,119.21
132-1-1.CNG.swc,58565.4,58565.4,10010.2,18186.2,6,27,60,345.39,337.61,106.66,0.74651,317.921,60324.2,375.81,72748.7,4,2.49588,0.903571,1,7.96721,38,0.469136,1.65003,2,63.0044,1638.11,36.0039,1.02868,52.5807,121.806,4080.21,8.4128,0.357,132-1-1,pyramidal,66.72,116.6
132-1-10.CNG.swc,84163.1,84163.1,11577.1,25161.8,6,33,72,436.81,299.95,106.81,0.765996,311.969,60413.7,358.253,73088.1,5,2.75692,0.906977,1,6.93151,26,0.374026,1.71684,2,61.3144,1962.06,45.4779,1.03359,53.8703,140.213,4398.43,8.70976,0.382,132-1-10,pyramidal,57.65,157.53
132-1-2.CNG.swc,20201.4,20201.4,8367.77,7824.33,5,22,49,432.11,268.24,117.42,0.655454,269.21,54838.5,388.02,68220.6,4,2.55102,0.911477,1,8.82,41,0.477273,1.65568,2,58.9911,1238.81,27.7628,1.02825,55.7565,98.3955,4108.05,9.33648,0.355,132-1-2,pyramidal,75.37,103.53
132-1-3.CNG.swc,34850.7,34850.7,7945.78,11367.3,4,29,62,307.62,409.27,93.78,0.693795,368.172,43856,435.082,54543.4,6,3.68649,0.918641,1,5.87302,27,0.388192,1.80295,2,56.6735,1586.86,29.8098,1.02792,48.7226,92.1197,3682.68,9.98016,0.336667,132-1-3,pyramidal,66.4,34.78
132-1-4.CNG.swc,31103.4,31103.4,7650.12,10924.1,7,14,35,323.71,284.94,96.05,0.838831,263.361,38862,353.666,49633.9,4,2.00301,0.894038,1,9.22222,35,0.595238,1.46113,2,58.7007,763.109,20.6776,1.03388,46.8236,76.0592,2790.32,8.42996,0.36125,132-1-4,pyramidal,65.5,93.69
132-1-5.CNG.swc,40139.5,40139.5,8170.26,12435.4,6,20,46,242.74,430.41,103.17,0.791689,307.97,50617.1,347.396,57390.7,5,2.14563,0.920069,1,8.76596,32,0.4875,1.53415,2,49.4589,939.719,28.6188,1.0221,47.9727,83.0349,3509.21,8.53822,0.388,132-1-5,pyramidal,103.38,55.62
132-1-6.CNG.swc,27951.4,27951.4,9482.84,9759.82,5,26,57,424.07,388.75,110.59,0.68047,347.116,64111.9,406.321,78272.3,5,3.02703,0.90203,1,8.2931,30,0.418803,1.78084,2,48.861,1221.53,39.9567,1.02453,45.9794,110.612,4787.74,9.97446,0.346667,132-1-6,pyramidal,82.11,94.24
132-1-7.CNG.swc,34848.3,34848.3,7827,11748,5,21,47,303.14,407.56,89.54,0.770939,288.211,43339.4,318.342,49722.7,5,2.57294,0.924047,1,7.85417,36,0.469841,1.63965,2,52.4253,1048.51,30.7119,1.02373,48.8771,103.2,3049.72,8.11094,0.35625,132-1-7,pyramidal,113.31,67.59
132-1-8.CNG.swc,16591.5,16591.5,6074.51,6180.03,5,20,45,251.89,401.48,100.14,0.755263,275.623,35166.3,318.341,43524.2,4,2.40923,0.909314,1,7.06522,28,0.441667,1.62534,2,63.803,1212.26,28.6885,1.02459,58.8238,103.562,2767.88,8.54283,0.3775,132-1-8,pyramidal,110.15,73.2
132-1-9.CNG.swc,31370.7,31370.7,7444.04,10502.9,4,19,42,313.9,276.81,87.57,0.726768,246.473,42591,292.261,52241.7,4,2.57867,0.900789,1,8.72093,33,0.470175,1.62773,2,61.6543,1109.78,24.757,1.03154,48.0981,82.778,3136.21,8.38558,0.346667,132-1-9,pyramidal,39.08,101.61
132-2-1.CNG.swc,46536.7,46536.7,9810.43,14811.6,6,27,60,322.95,433.86,88.01,0.703733,316.812,61372.2,357.842,75103.9,5,3.04268,0.915068,1,8.06557,26,0.456085,1.65228,2,58.8975,1531.34,36.9405,1.02612,51.0654,116.663,4281.37,8.7197,0.368,132-2-1,pyramidal,93.02,49.69
132-2-10.CNG.swc,38520.3,38520.3,9362.17,12583.2,6,22,50,350.49,398.97,141.95,0.761155,310.341,47332.9,382.475,58351.6,4,2.41979,0.923937,1,7.33333,29,0.451299,1.52619,2,64.621,1357.04,27.6406,1.02373,52.0441,85.4602,4013.82,10.7609,0.354,132-2-10,pyramidal,91.23,112.23
132-2-2.CNG.swc,73006.2,73006.2,8492.07,20845.8,4,15,34,483.23,225.96,99.23,0.859937,327.211,42675.3,364.38,49133.5,5,2.68671,0.919354,1,9.02857,29,0.477778,1.61772,2,64.8665,908.131,23.501,1.02178,49.2045,93.8077,3028.08,9.61297,0.333333,132-2-2,pyramidal,87.19,130.68
132-2-3.CNG.swc,40649.9,40649.9,7120.73,12058.1,5,20,45,330.88,266.28,122.11,0.862774,279.755,30611.4,333.575,38650.1,5,2.5137,0.898612,1,6.34783,22,0.526667,1.62513,2,55.9488,1063.03,24.5838,1.02433,50.3726,79.9095,2832.87,9.73495,0.375,132-2-3,pyramidal,49.76,116.45
132-2-4.CNG.swc,23922.7,23922.7,8217.13,8975.93,4,20,44,369.13,388.96,103.02,0.721298,313.009,51293.7,402.38,64077.6,5,2.95467,0.889458,1,8.33333,32,0.4375,1.71206,2,63.9473,1215,24.869,1.03621,47.2699,98.4236,3609.53,9.65114,0.323333,132-2-4,pyramidal,187.97,54.6
132-2-5.CNG.swc,22530.8,22530.8,10812.8,8738.79,5,30,65,432.39,365.85,127.72,0.63068,324.622,71906.2,395.233,89977.2,5,2.93728,0.915271,1,8.69697,26,0.39,1.74776,2,66.595,1931.25,42.0351,1.02525,59.9361,110.384,5800.69,10.1234,0.35625,132-2-5,pyramidal,57.63,160.91
132-2-6.CNG.swc,33509.5,33509.5,9593.29,12142.7,5,24,53,424.07,538.38,110.29,0.717579,354.735,59290.7,398.569,71385.6,5,2.88558,0.90716,1,8.09259,30,0.458333,1.68305,2,58.2032,1338.67,30.8936,1.02979,56.2029,115.896,4299.25,9.86065,0.34375,132-2-6,pyramidal,139.48,95.34
132-2-7.CNG.swc,41300.9,41300.9,10170.1,13584.7,6,18,42,522.58,360.14,116.8,0.747537,328.422,57591.2,370.66,67982.1,4,2.1445,0.911592,1,10.1395,31,0.305556,1.47827,2,65.2175,1108.7,28.5515,1.0197,55.2625,106.325,4315.53,9.92075,0.371,132-2-7,pyramidal,160.97,192.54
132-2-8.CNG.swc,28708.1,28708.1,8706.59,11063.4,7,16,39,383.02,323.51,112.71,0.884417,281.294,39587.5,326.14,46670.3,4,1.97239,0.909518,1,8.15,27,0.45,1.41598,2,69.3964,1040.95,22.4478,1.02035,53.4463,122.918,3123.32,9.6102,0.382,132-2-8,pyramidal,76.59,141.86
132-2-9.CNG.swc,33236.2,33236.2,8728.49,11442.2,6,14,34,367.11,522.13,108.62,0.775367,384.677,60204.4,442.432,67501.9,3,2.23592,0.9401,1,10.6571,51,0.228571,1.5928,2,48.0729,624.947,19.3229,1.017,46.1972,76.0988,3544.63,9.52857,0.346667,132-2-9,pyramidal,97.16,155.26
132-3-1.CNG.swc,49548.3,49548.3,8757.68,15255.9,7,19,45,305.99,346.51,106.19,0.831924,261.171,45722.7,289.707,54591.6,4,1.90331,0.908931,1,8.54348,33,0.438596,1.61011,2,62.1884,1119.39,29.6224,1.02146,54.1973,117.542,3266.1,8.3319,0.4,132-3-1,pyramidal,108.17,82.64
132-3-10.CNG.swc,150.849,150.849,5035.76,2202.77,5,18,41,182.77,331.65,93.17,0.726535,233.215,23985.5,310.563,31168.1,5,2.32558,0.909824,1,6.14286,26,0.37037,1.58522,2,56.7628,964.968,25.7031,1.02812,52.9549,119.806,2345.59,9.12679,0.385,132-3-10,pyramidal,125.92,52.56
132-3-2.CNG.swc,32042.6,32042.6,8240.25,11624.9,5,18,41,366.04,319.67,100.89,0.828769,317.214,41709.7,360.427,49436.1,5,2.21622,0.912796,1,7.92857,30,0.388889,1.58059,2,62.1749,1056.97,21.5253,1.02502,55.3197,99.6527,3080.42,9.27836,0.36,132-3-2,pyramidal,67.9,168.77
132-3-3.CNG.swc,26639.7,26639.7,9793.07,9699.38,7,32,71,369.98,353.43,99.99,0.655943,301.86,65664.9,393.388,79057,6,2.3913,0.894483,1,7.34722,35,0.35878,1.65097,2,62.8355,1947.9,38.3123,1.03547,47.3386,91.6397,4615.69,8.74183,0.388333,132-3-3,pyramidal,143.72,135.72
132-3-4.CNG.swc,72842.6,72842.6,12312.1,22626.4,7,24,55,405.89,367.72,92.72,0.843575,327.482,62673.9,394.967,76003.2,4,1.97732,0.900601,1,8.66071,37,0.458333,1.5319,2,50.9673,1172.25,35.9891,1.02826,52.6118,109.961,4545.94,9.39243,0.376667,132-3-4,pyramidal,132.95,159.06
132-3-5.CNG.swc,67476.7,67476.7,9593.43,20668,6,19,44,308.68,457.95,103.17,0.862795,312.693,43195.8,382.768,53507.2,5,2.69298,0.915549,1,7.6,33,0.522807,1.5975,2,63.1659,1136.99,20.5822,1.02911,58.6544,102.941,3402.63,9.9784,0.3325,132-3-5,pyramidal,123.2,50.74
132-3-6.CNG.swc,37951.9,37951.9,9857.06,13175.6,6,16,38,389.92,397.04,97.57,0.82001,311.377,51702.1,369.175,60861.6,3,1.74872,0.904488,1,10,36,0.479167,1.41864,2,52.127,781.904,27.6191,1.02293,57.6321,79.3615,4010.3,10.3093,0.391,132-3-6,pyramidal,98.71,185.26
132-3-7.CNG.swc,68374.8,68374.8,10325.6,20886.2,7,27,61,395.19,342.53,106.96,0.838525,295.234,42065.8,391.128,54192,5,2.3025,0.905675,1,6.45161,36,0.478836,1.57894,2,67.0553,1743.44,31.9801,1.03162,55.8402,136.577,3763.46,9.43223,0.353333,132-3-7,pyramidal,56.46,123.94
132-3-8.CNG.swc,34917.1,34917.1,12886.9,12799.8,7,33,73,312.73,391.03,100.45,0.744174,311.747,72237.6,366.347,90575.8,6,2.63606,0.886967,1,8.09459,32,0.353391,1.63801,2,57.3934,1836.59,47.4672,1.0319,49.8127,102.59,5664.34,9.47214,0.399167,132-3-8,pyramidal,124.38,45.61
132-3-9.CNG.swc,22424.9,22424.9,9175.48,8058.97,7,29,65,369.54,317.41,116.2,0.685661,294.826,54399.8,389.758,67174.4,4,2.41263,0.900462,1,7.19697,31,0.280788,1.58071,2,57.86,1620.08,37.1126,1.03091,53.584,107.978,4648.95,9.80791,0.38,132-3-9,pyramidal,61.91,120.52
138-1-1.CNG.swc,15128,15128,7008.38,5734.42,7,27,61,246.1,315.7,100.75,0.569449,240.221,58716.2,282.014,79768.3,5,3.05054,0.879374,1,10.5323,38,0.459612,1.64988,2,79.1941,2059.05,46.7487,1.03886,66.357,136.589,3517.64,5.39515,0.357,138-1-1,pyramidal,38.29,45.33
138-1-10.CNG.swc,38579.9,38579.9,10600.2,13008.5,7,38,83,236.97,499.66,101.51,0.623878,301.511,82475.8,360.914,100945,6,3.27508,0.902029,1,7.83333,29,0.41604,1.70135,2,65.6576,2429.33,53.3776,1.02649,55.6792,158.656,4938.61,7.51691,0.355,138-1-10,pyramidal,56.61,76.78
138-1-2.CNG.swc,18714.2,18714.2,8503.67,7373.13,7,31,69,410.45,263.3,113.02,0.613184,267.5,64438.8,366.719,82916.4,5,2.86455,0.877717,1,8.54286,35,0.394931,1.63371,2,77.4133,2322.4,49.022,1.04302,63.8055,168.113,4173.18,6.99025,0.355833,138-1-2,pyramidal,58.61,58.7
138-1-3.CNG.swc,18438.9,18438.9,8283.34,7620.39,6,29,64,209.83,377.17,93.78,0.660818,276.173,65186.5,355.158,82123.9,6,3.29338,0.888519,1,8.6,34,0.481226,1.73753,2,67.1701,1880.76,49.5203,1.03167,55.6724,111.094,3853.47,6.90585,0.3425,138-1-3,pyramidal,78.01,70.4
138-1-4.CNG.swc,23863.4,23863.4,7909.66,8188.44,6,22,50,333.25,375.91,93.32,0.642401,255.552,64987.6,314.482,79448.7,4,2.27098,0.898475,1,11.2157,37,0.363636,1.56948,2,71.2593,1496.45,36.8943,1.02484,53.9375,95.4297,3809.02,6.67079,0.352,138-1-4,pyramidal,74.45,59.75
138-1-5.CNG.swc,21032.9,21032.9,8111.58,7905.52,9,29,67,233.31,244.95,89.09,0.638422,218.588,47153.7,317.318,62459.6,5,2.34164,0.875698,1,8.2647099999999991,34,0.448276,1.48725,2,67.6872,1895.24,47.4687,1.03193,61.6667,110.51,3582.27,6.3855,0.390625,138-1-5,pyramidal,62.77,54.26
138-1-6.CNG.swc,14535,14535,6469.31,5391.84,6,25,56,285.27,272.65,82.56,0.627972,241.771,45556.4,280.4,56900.8,5,2.4802399999999998,0.884148,1,8.87719,29,0.304571,1.62265,2,78.361,1880.66,44.4847,1.03453,70.6055,125.599,3307.32,6.54915,0.362,138-1-6,pyramidal,44.61,55.54
138-1-7.CNG.swc,23041.2,23041.2,4819.49,7264.53,5,13,31,260.77,228.26,74.08,0.881281,202.659,20226.1,237.316,25497.9,4,2.2594,0.881828,1,8.3125,27,0.397436,1.56298,2,69.5035,834.042,22.706,1.03209,68.7431,101.295,1822.3,6.87661,0.355,138-1-7,pyramidal,78.56,44.42
