file_name,Soma_surface,Soma_Surface$Total_sum,Surface$Total_sum,Volume$Total_sum,N_stems$Total_sum,N_bifs$Total_sum,N_branch$Total_sum,Width$Maximum,Height$Maximum,Depth$Maximum,Diameter$Average,EucDistance$Maximum,EucDistance$Total_sum,PathDistance$Maximum,PathDistance$Total_sum,Branch_Order$Maximum,Branch_Order$Average,Contraction$Average,Contraction$Maximum,Fragmentation$Average,Fragmentation$Maximum,Partition_asymmetry$Average,Pk_classic$Average,Pk_classic$Maximum,Bif_ampl_local$Average,Bif_ampl_local$Total_sum,Fractal_Dim$Total_sum,Fractal_Dim$Average,Bif_ampl_remote$Average,Bif_ampl_remote$Maximum,Length$Total_sum,Length$Average,Rall_Power$Average,cell_name,cell_type1,Soma_Width,Soma_Height
143-1-6.CNG.swc,33854.7,33854.7,9018.44,14494.4,6,25,56,320.23,281.87,93.17,0.917153,268.253,33680.5,310.586,39815.8,5,2.56369,0.927474,1,5.50877,19,0.509048,1.61183,2,75.9228,1822.15,31.5634,1.01818,50.9129,101.168,3023.81,9.66073,0.295,143-1-6,pyramidal,55.5,74
143-1-7.CNG.swc,14091.9,14091.9,7411.2,8398.41,4,22,48,309.13,275.1,92.11,0.903353,271.796,30969.4,334.236,37804.5,5,2.7363,0.939577,1,5.95918,26,0.351515,1.73272,2,59.9922,1259.84,19.2587,1.01362,61.3662,115.876,2877.01,9.88664,0.266667,143-1-7,pyramidal,49.32,110.72
143-1-8.CNG.swc,16975.5,16975.5,6662.16,8422.86,6,16,38,250.77,276.9,79.54,1.05078,195.571,19968.1,236.773,22775.4,5,2.05333,0.930694,1,5.76923,15,0.475,1.39405,2,59.8596,897.893,20.378,1.0189,50.8277,92.0156,2147.41,9.58666,0.297,143-1-8,pyramidal,71.46,85.17
143-1-9.CNG.swc,36264,36264,10134,15519,6,33,72,399.1,224.92,80.14,0.940772,317.361,40255,358.96,48481.5,5,2.90208,0.939198,1,4.61644,22,0.46645,1.67504,2,69.3481,2219.14,37.488,1.01319,49.7217,86.7749,3633.84,10.815,0.284,143-1-9,pyramidal,38.34,78.66
143-2-1.CNG.swc,31815.6,31815.6,10086.1,14779.1,7,24,55,183.24,277.45,80.6,1.19596,218.123,23214,240.175,28490,5,2.26199,0.919666,1,4.83929,24,0.402778,1.529,2,72.1394,1659.21,22.3905,1.01775,59.5154,106.647,2443.87,9.05138,0.36,143-2-1,pyramidal,61.03,101.93
143-2-10.CNG.swc,22809.1,22809.1,8071.06,11371.9,6,23,52,213.19,282.31,102.27,1.2242,194.557,17948.2,231.566,21360.3,5,2.36239,0.946876,1,4.11321,17,0.417391,1.57788,2,79.1616,1741.55,23.4182,1.01818,63.4471,119.47,2413.59,11.1225,0.295,143-2-10,pyramidal,112.51,58.79
143-2-2.CNG.swc,23583.8,23583.8,9103.18,12881.7,5,27,59,213.96,322.67,109.98,0.984429,262.29,28548.3,285.633,35179.1,5,2.70036,0.942923,1,4.61667,25,0.311111,1.71189,2,63.4709,1650.24,25.4321,1.01728,56.1316,124.397,2790.47,10.1104,0.29125,143-2-2,pyramidal,122.61,52.3
143-2-3.CNG.swc,42630.9,42630.9,10223,16926.2,5,27,59,251,370.39,86.81,0.852269,255.875,42313.2,304.636,50743.4,5,2.93548,0.933278,1,6.2,18,0.292593,1.7117,2,67.3056,1749.95,33.4929,1.01494,56.8746,143.109,3697.55,9.96643,0.28875,143-2-3,pyramidal,117.82,72.68
143-2-4.CNG.swc,40611.8,40611.8,11272.4,16747.5,6,23,52,399.85,339.83,96.81,1.12336,282.109,39321.8,340.087,49391.2,4,2.55287,0.898864,1,6.24528,22,0.409938,1.62719,2,60.2089,1324.6,28.5569,1.01989,54.5958,99.2667,3364.82,10.1964,0.3375,143-2-4,pyramidal,69.42,113.49
143-2-5.CNG.swc,32814.1,32814.1,7943.11,12061.3,5,26,57,290.36,279.28,103.48,0.737314,233.081,36354.7,283.593,45303.5,7,2.59467,0.925582,1,5.82759,23,0.528755,1.70385,2,76.8613,1921.53,24.4992,1.0208,68.0269,155.092,3424.81,10.1626,0.31625,143-2-5,pyramidal,41.84,58.34
143-2-6.CNG.swc,36579.4,36579.4,9800.39,15531.6,5,31,67,324.82,304.51,85.9,0.859811,283.252,39771.1,295.166,46439.1,6,3.09429,0.940832,1,5.14706,25,0.419867,1.71804,2,70.3402,2110.21,25.4687,1.01875,55.1599,95.6107,3531.99,10.1203,0.29,143-2-6,pyramidal,133.43,44.86
143-2-7.CNG.swc,37809.8,37809.8,13214.7,18105,5,24,53,304.22,461.13,70.29,1.00751,291.751,60740.3,309.004,68905.7,4,2.43059,0.930378,1,7.87037,22,0.203175,1.6779,2,55.2636,1271.06,38.6564,1.01727,43.367,67.9314,4300.68,10.1431,0.30625,143-2-7,pyramidal,145.59,101.84
143-2-8.CNG.swc,44355.1,44355.1,11801.7,22171.5,6,31,68,243.32,304.58,99.23,1.0699,255.672,41527.3,288.887,49491.7,6,2.95317,0.928009,1,5.26087,19,0.498918,1.7489,2,60.5987,1817.96,36.7257,1.02016,52.9333,98.7445,3661.02,10.1133,0.2875,143-2-8,pyramidal,135.05,80.95
143-2-9.CNG.swc,57080.6,57080.6,10033.3,23306,4,18,40,247.13,393.77,102.72,1.1781,296.944,29532.8,326.344,33465.4,6,3.11203,0.955705,1,5.87805,22,0.493827,1.67581,2,55.4393,942.469,19.2301,1.01211,47.2172,77.8037,2850.36,11.8765,0.286667,143-2-9,pyramidal,129.07,61.54
143-3-1.CNG.swc,47567.9,47567.9,10580.3,17817.9,5,33,71,320.05,290.77,105.29,0.956193,213.905,37778.5,258.843,47074.9,5,3.04696,0.926441,1,5.02778,17,0.401515,1.82594,2,76.5839,2450.68,38.6121,1.01611,59.2058,157.138,3515.37,9.73786,0.326667,143-3-1,pyramidal,46.99,110.09
143-3-10.CNG.swc,31164.3,31164.3,11975.6,15791.2,6,32,70,455.06,249.2,102.26,0.861057,360.832,49806.9,407.717,62170.3,5,2.79853,0.937875,1,5.73239,24,0.329487,1.69622,2,61.5743,1908.8,39.4777,1.01225,53.3925,119.737,4373.94,10.7732,0.29,143-3-10,pyramidal,130.29,87.14
143-3-2.CNG.swc,12610.7,12610.7,7478.65,7956.99,6,24,54,285.14,192.55,102.87,0.914313,199.526,26313,236.341,32971.1,5,2.70463,0.923514,1,5.10909,20,0.361111,1.59592,2,70.2727,1616.27,25.5161,1.02064,60.415,138.339,2582.22,9.22221,0.298,143-3-2,pyramidal,60.64,81.98
143-3-3.CNG.swc,12783.2,12783.2,7504.43,7385.04,6,31,68,262.52,219.43,82.86,0.793263,225.217,28858.3,264.271,35835,6,2.72638,0.947387,1,4.44928,18,0.45745,1.689,2,64.6737,1940.21,36.4922,1.01367,53.7699,142.675,3118.96,10.1927,0.311,143-3-3,pyramidal,73.79,46.29
143-3-4.CNG.swc,27615.5,27615.5,8458.85,11497.7,7,29,65,250.95,220.57,96.2,0.84806,201.333,30182.6,271.036,36624.1,5,2.66566,0.930967,1,5.0303,20,0.62069,1.60027,2,71.5617,2003.73,33.6303,1.0191,65.0922,132.658,3031.92,9.15988,0.3075,143-3-4,pyramidal,73.72,58.87
143-3-5.CNG.swc,16190.4,16190.4,6276,7825.83,6,18,42,192.01,262.17,85.9,0.961362,214.606,21428.7,236.863,25022.7,4,2.17551,0.924517,1,5.69767,18,0.388889,1.68298,2,64.4247,1095.22,24.5246,1.02186,55.2275,96.6958,2166.96,8.88097,0.343333,143-3-5,pyramidal,70.89,65.72
143-3-6.CNG.swc,38170.6,38170.6,9929.44,17402.7,6,20,46,307.86,357.42,88.78,1.18122,260.232,29986.9,290.396,33641.4,5,2.60156,0.944039,1,5.44681,20,0.5,1.60977,2,58.7618,1116.47,22.3918,1.01781,48.1334,114.548,2757.59,10.8141,0.28,143-3-6,pyramidal,143.64,57.38
143-3-7.CNG.swc,26089.6,26089.6,9387.68,12913.2,7,28,63,145.73,408.15,86.05,0.920087,269.79,31212.3,303.491,37938.3,4,2.36646,0.932587,1,5.03125,22,0.444048,1.58546,2,74.784,2019.17,28.5139,1.01835,59.8503,128.07,3103.79,9.66914,0.3025,143-3-7,pyramidal,95.93,55.46
143-3-8.CNG.swc,26652.8,26652.8,7740.46,11802.6,4,23,50,189.06,346.37,81.81,0.993863,235.635,28053.5,256.443,33276.9,5,2.60072,0.937165,1,5.45098,20,0.44617,1.74693,2,66.6945,1467.28,25.4313,1.01725,52.5135,99.8643,2665.74,9.6236,0.295,143-3-8,pyramidal,101.86,59.76
143-3-9.CNG.swc,34502.5,34502.5,9812.86,14383,7,28,63,335.49,293.79,89.09,0.873011,260.094,36741.3,276.051,42740.9,5,2.44505,0.945253,1,5.6875,19,0.440476,1.58357,2,73.9513,1996.68,35.4252,1.01215,56.4604,128.324,3435.07,9.46301,0.2925,143-3-9,pyramidal,48.47,97.71
145-1-1.CNG.swc,54316.9,54316.9,8877.84,18837.5,7,18,43,169.37,254.43,104.69,1.56444,169.93,10051.1,190.846,11415.6,4,1.70732,0.965549,1,2.79545,8,0.362963,1.39765,2,72.5912,1234.05,12.1111,1.00926,65.4976,128.889,2033.1,16.6647,0.44,145-1-1,pyramidal,134.6,78.13
145-1-10.CNG.swc,43505.4,43505.4,8903,15347.7,8,23,54,192.28,324.18,105.28,1.31999,231.051,16022.2,281.416,18774.8,4,1.98182,0.95056,1,3,14,0.342029,1.43132,2,59.6601,1312.52,15.2332,1.01554,54.3799,113.895,2609.81,15.9135,0.362857,145-1-10,pyramidal,116.43,59.71
145-1-2.CNG.swc,35105.2,35105.2,8341.83,12693.3,6,31,68,215.6,285.15,101.35,1.13348,184.831,16182.4,214.036,18671.2,6,2.48315,0.966261,1,2.57971,12,0.407834,1.61561,2,68.0378,2041.13,18.437,1.02428,63.5874,115.632,2854.47,16.127,0.326,145-1-2,pyramidal,128.74,50.95
145-1-3.CNG.swc,61470.3,61470.3,9404.27,20925.2,6,38,82,144.91,338.81,104.99,1.24293,203.5,17490.7,262.78,21219.2,6,3.20994,0.970762,1,2.18072,6,0.382928,1.71766,2,62.6086,2316.52,13.1521,1.0117,58.1554,110.646,3177.36,17.652,0.2825,145-1-3,pyramidal,58.01,35.77
145-1-4.CNG.swc,70747.8,70747.8,9966.41,24672.3,7,28,63,170.7,210.96,108.02,1.54294,153.054,10663.4,172.165,12690.6,5,2.03571,0.955269,1,2.1875,7,0.315476,1.5917,2,82.428,2225.56,12.1691,1.01409,72.2073,170.296,2326.2,16.7352,0.34,145-1-4,pyramidal,146.99,93.95
145-1-5.CNG.swc,35496,35496,7035.14,12248.7,6,26,58,193.05,245.36,96.66,1.23774,164.294,11551.3,241.372,13588,4,2.24113,0.958886,1,2.38983,8,0.294872,1.59378,2,58.7042,1467.61,12.23,1.01916,52.4951,116.676,2281.25,16.2946,0.321,145-1-5,pyramidal,58.98,68.11
145-1-6.CNG.swc,125177,125177,12733.8,37407.7,5,24,53,329.29,332.76,103.63,1.50313,268.692,19992.2,307.302,23281.9,4,2.52174,0.960104,1,2.98148,11,0.337302,1.59402,2,60.2236,1385.14,16.2027,1.01267,52.7156,113.175,3198.49,19.9906,0.488,145-1-6,pyramidal,112.52,104.54
145-1-7.CNG.swc,46886.7,46886.7,10184.6,16979.4,5,30,65,249.53,369.78,110.6,1.14707,262.877,21651.3,282.408,25423.6,6,2.67327,0.9522,1,3.06061,9,0.400317,1.64661,2,65.4737,1898.74,21.3359,1.01599,57.6982,115.336,3555.69,17.69,0.315,145-1-7,pyramidal,109.32,98.09
145-1-8.CNG.swc,48189.7,48189.7,11311.3,17943.4,7,27,61,252.2,326.25,116.5,1.2045,234.214,21074.4,272.449,27639.4,8,3.29703,0.959124,1,3.25806,14,0.58642,1.61724,2,60.3145,1568.18,20.3368,1.01684,55.631100000000004,148.992,3209.99,15.9701,0.371,145-1-8,pyramidal,182.34,82.93
145-1-9.CNG.swc,52255.5,52255.5,11879.5,18380.9,6,33,72,306.06,331.95,137.11,0.987452,249.171,31290.4,285.445,36653.3,5,2.673,0.954667,1,3.60274,14,0.348485,1.71106,2,60.2859,1929.15,25.3319,1.01327,54.6733,128.872,4310.45,16.4521,0.334,145-1-9,pyramidal,73.42,50.92
145-2-1.CNG.swc,56907.1,56907.1,13174,22819.6,7,28,63,331.54,293.4,105.6,1.44199,277.14,20363.8,307.515,25203.8,5,2.34518,0.950588,1,3.07812,8,0.554762,1.55633,2,66.4693,1794.67,24.2765,1.01152,57.4832,133.038,3308.36,16.8794,0.328333,145-2-1,pyramidal,76.23,142.15
145-2-10.CNG.swc,49465.3,49465.3,14411.3,21840.1,7,34,75,364.54,298.85,103.33,1.16546,257.274,30565.4,305.525,35436.8,5,2.66667,0.953644,1,3.39474,15,0.339216,1.66183,2,56.2202,1855.27,27.4254,1.01576,48.3384,109.424,4431.26,17.2422,0.325833,145-2-10,pyramidal,119.99,138.43
145-2-2.CNG.swc,63606.9,63606.9,13325.2,24595.6,7,30,67,264.96,362.9,93.47,1.20976,267.308,25181.6,292.005,29321.2,5,2.53275,0.958492,1,3.36765,10,0.465873,1.59832,2,55.5627,1611.32,25.2673,1.01069,53.6429,116.195,3958.37,17.3613,0.309,145-2-2,pyramidal,94.75,97.69
145-2-3.CNG.swc,31146.9,31146.9,7827.21,12244.5,5,25,55,220.26,313.8,91.96,1.10927,206.834,17476.6,245.254,20791.3,6,2.88298,0.949681,1,3.35714,12,0.37219,1.64937,2,74.2477,1781.94,21.3252,1.01549,60.3766,111.425,2825.04,15.1072,0.2875,145-2-3,pyramidal,101.03,49.98
145-2-4.CNG.swc,49556.2,49556.2,7935.53,17169.7,5,29,63,218.24,202.3,103.62,1.32193,164.885,11323.6,190.724,13451.1,5,2.91489,0.97604900000000006,1,2.20312,6,0.423153,1.73082,2,66.4744,1861.28,14.1232,1.0088,62.0745,99.1546,2220.1,15.8578,0.28,145-2-4,pyramidal,84.43,97.63
145-2-5.CNG.swc,59941.9,59941.9,11242.2,21017.3,6,38,82,209.68,397.93,102.55,0.96354,313.361,25314.3,360.49,32216,5,3.14113,0.964569,1,2.98795,10,0.537112,1.71005,2,69.6565,2577.29,26.2582,1.00993,65.4322,135.059,4025.24,16.2965,0.373333,145-2-5,pyramidal,120.26,59.22
145-2-6.CNG.swc,27216,27216,8128.84,10249.3,9,22,53,248.66,355.91,79.84,0.963726,239.259,20850.3,268.821,23673.6,3,1.82648,0.92915,1,4.05556,16,0.327273,1.40228,2,57.7794,1213.37,21.4301,1.02048,49.4363,100.87,3181.57,14.5944,0.370714,145-2-6,pyramidal,65.53,106
145-2-7.CNG.swc,34298.1,34298.1,10652.2,16082.9,6,31,68,243.98,338.82,101.19,1.01493,245.196,26178.2,279.048,32109.3,5,2.84898,0.956008,1,3.55072,11,0.386226,1.74807,2,66.47,1994.1,27.205,1.00759,60.6847,129.471,3844.49,15.7561,0.28,145-2-7,pyramidal,59.13,91.95
145-2-8.CNG.swc,37042.9,37042.9,8337.49,12081.3,5,36,77,279.99,259.36,94.08,0.780912,275.314,29411.9,357.361,35980.3,5,3.12721,0.95856,1,3.62821,24,0.341358,1.75806,2,64.7213,2265.25,33.4657,1.01411,55.0029,89.6773,3574.68,12.6762,0.30375,145-2-8,pyramidal,110.94,89.42
145-2-9.CNG.swc,67264.1,67264.1,13367.6,25199.4,6,39,84,296.87,233.5,87.27,0.986061,318.888,30206.4,364.367,38621.6,9,3.65529,0.946863,1,3.44706,22,0.436874,1.75759,2,67.9217,2581.03,28.4387,1.01567,64.9176,161.794,4508.88,15.4414,0.346,145-2-9,pyramidal,99.88,64.91
145-3-1.CNG.swc,72832.3,72832.3,11593.3,25677.2,8,16,40,273.54,399.96,117.42,1.43937,271.273,19182.8,280.487,22266.1,3,1.86957,0.950495,1,3.92683,11,0.239583,1.335,2,71.9172,1078.76,17.1887,1.0111,65.1236,129.651,2932.32,18.327,0.304,145-3-1,pyramidal,125.53,68.51
145-3-10.CNG.swc,44774.9,44774.9,13896.2,17724.6,6,26,58,255.2,436.01,100.74,1.3292,288.833,25367.9,336.688,30648.8,5,2.62273,0.9412,1,3.72881,12,0.325291,1.60557,2,58.0391,1450.98,25.4894,1.01958,58.1238,108.502,3928.62,17.9389,0.4,145-3-10,pyramidal,119.44,57.93
145-3-2.CNG.swc,35959.9,35959.9,11619.3,15022.2,10,30,70,223.84,289.81,101.19,1.17432,214.344,20809.3,245.055,24786.6,5,2.12664,0.953067,1,3.22535,10,0.423545,1.52842,2,67.824700000000007,1966.92,26.3492,1.01343,63.8049,107.618,3585.01,15.7237,0.361429,145-3-2,pyramidal,138.54,91.06
145-3-3.CNG.swc,41230.9,41230.9,12897.8,15952.9,10,36,82,286.64,393.94,104.08,1.17966,253.979,24414.8,286.883,28679.8,5,2.68952,0.962013,1,2.98795,12,0.375,1.56527,2,59.9994,2099.98,23.2337,1.01016,59.4165,109.497,4071.6,16.4842,0.3725,145-3-3,pyramidal,112.13,97.59
145-3-4.CNG.swc,46806.7,46806.7,11526.5,18498.7,9,28,65,187.47,419.35,93.02,1.18467,283.377,26200.2,321.356,29937.1,5,2.41048,0.935912,1,3.4697,15,0.4375,1.53724,2,58.5799,1581.66,22.3849,1.0175,51.4674,159.637,3660.01,16.0527,0.394286,145-3-4,pyramidal,91.17,56.89
145-3-5.CNG.swc,90138.5,90138.5,16334,32335.3,9,43,95,253.83,354.59,115.14,1.13838,276.843,30849,302.991,36464.8,5,2.31353,0.949806,1,3.15625,11,0.306977,1.64874,2,69.4604,2917.34,25.4418,1.01767,62.7253,132.556,4751.51,15.7335,0.35125,145-3-5,pyramidal,188.32,79.16
145-3-6.CNG.swc,34177.6,34177.6,8968.88,12935.8,5,28,61,256.92,367.66,108.16,0.977032,245.974,23895.9,266.485,28320.1,5,2.68203,0.950682,1,3.5,12,0.355102,1.72427,2,60.6417,1637.32,26.389,1.01496,54.6538,135.699,3419.36,15.8304,0.31,145-3-6,pyramidal,131.38,99.06
145-3-7.CNG.swc,44686.3,44686.3,9343.04,14467.7,5,32,69,274.85,354.56,112.71,0.873004,257.245,28958.6,267.905,33911.9,6,3.21401,0.958336,1,3.67143,19,0.343822,1.68773,2,58.0539,1799.67,26.3648,1.01403,50.1376,116.029,3914.19,15.2898,0.402,145-3-7,pyramidal,117.25,94.46
145-3-8.CNG.swc,32970.5,32970.5,11521.4,14029.1,8,44,96,207.67,293.9,99.39,0.908665,213.405,27315.4,236.582,34938.2,6,2.81646,0.94272,1,3.25773,10,0.412247,1.64463,2,61.4461,2642.18,33.6001,1.01818,59.9739,152.782,4467.33,14.182,0.331429,145-3-8,pyramidal,128.33,67.12
145-3-9.CNG.swc,44527.9,44527.9,9685.99,16346,7,28,63,201.73,347.61,97.25,1.08312,215.316,20236,241.821,25448.8,8,2.6875,0.953265,1,3.25,12,0.571506,1.59139,2,67.0758,1811.05,23.2793,1.01214,60.8337,120.008,3200.04,15.4591,0.338333,145-3-9,pyramidal,91.18,93
146-1-1.CNG.swc,34125.2,34125.2,8735.47,14650.4,6,23,52,204.93,227.8,85.45,1.13262,226.602,23962.6,296.198,27887,4,2.42578,0.948942,1,4.83019,13,0.456522,1.57694,2,68.303,1502.67,30.3954,1.01318,53.7332,126.185,2428.73,9.52441,0.289,146-1-1,pyramidal,97.07,87.45
146-1-2.CNG.swc,26355.9,26355.9,11456.1,13124,5,33,71,353.95,274.52,99.38,0.732486,309.036,47963.3,342.109,56990.6,5,3.15881,0.922709,1,5.59722,22,0.400433,1.7639,2,58.7528,1880.09,38.6375,1.01678,47.3826,103.796,4603.51,11.4515,0.2875,146-1-2,pyramidal,181.99,74.53
146-1-3.CNG.swc,31859.8,31859.8,11927,14635.5,7,29,65,382.95,346.25,98.77,0.867357,358.092,51999.7,383.809,60958.6,5,2.5446,0.931572,1,6.45455,27,0.426437,1.66442,2,71.366,1998.25,32.562,1.01756,56.417,116.011,4495.66,10.578,0.287,146-1-3,pyramidal,40.67,161.5
146-1-4.CNG.swc,18799.4,18799.4,5719.38,7571.89,4,17,38,222.99,287.93,94.38,0.831501,199.096,22585.6,249.336,27868.7,4,2.36863,0.928611,1,6.53846,25,0.396078,1.65714,2,69.632,1114.11,19.4599,1.02421,69.5774,110.691,2142.06,8.43331,0.293333,146-1-4,pyramidal,77.12,54.16
146-1-5.CNG.swc,27575.4,27575.4,8305.12,11995.5,5,29,63,205.44,297.12,115.6,0.877161,205.677,31033.6,229.479,37732.6,5,2.6535,0.921468,1,5.14062,18,0.487685,1.79851,2,59.3585,1662.04,34.6848,1.02014,58.1391,106.76,2791.33,8.51016,0.285,146-1-5,pyramidal,128.7,45.05
146-1-6.CNG.swc,15942,15942,8557.65,8595.06,5,27,59,348.63,326.84,99.54,0.843133,329.088,40671.2,376.35,50045.8,5,2.89896,0.936917,1,6.43333,26,0.474427,1.67591,2,73.1992,1903.18,33.5828,1.01766,67.1314,140.793,3515.13,9.1302,0.29,146-1-6,pyramidal,79.97,83.32
146-1-7.CNG.swc,16666.3,16666.3,8828.13,9732.02,6,30,66,313.31,299.36,102.87,0.876122,248.488,30440.3,285.648,36848.2,5,2.42378,0.937136,1,4.89552,16,0.431799,1.6762,2,68.3825,1983.09,31.5578,1.01799,53.9737,111.332,3143.75,9.61391,0.293,146-1-7,pyramidal,87.09,74.48
146-1-8.CNG.swc,52055.2,52055.2,12034.2,18327.9,5,28,61,236.67,484.56,88.59,0.939731,348.335,48139.5,395.897,57862.7,6,3.08718,0.942863,1,6.29032,24,0.610261,1.73106,2,70.153,1894.13,31.4305,1.01389,51.1806,108.159,4107.25,10.5585,0.3525,146-1-8,pyramidal,66.65,81.14
146-1-9.CNG.swc,62631.8,62631.8,12507.9,23565,6,34,74,303.6,383.85,109.23,0.901373,286.847,41758.7,324.918,50968.4,6,3.10899,0.948346,1,4.89333,19,0.495868,1.71302,2,70.7354,2334.27,31.3769,1.01216,57.9115,135.441,4500.3,12.2959,0.281,146-1-9,pyramidal,138.78,53.29
146-2-1.CNG.swc,31859.8,31859.8,12394.7,15042.8,8,30,68,382.95,346.25,98.77,0.886329,358.092,52165.3,383.809,61151.7,5,2.51852,0.93004,1,6.26087,27,0.412222,1.61839,2,70.3753,2040.88,32.562,1.01756,56.6229,116.011,4554.85,10.5681,0.3275,146-2-1,pyramidal,40.67,161.5
146-2-10.CNG.swc,19598.7,19598.7,7260.23,9300.82,5,17,39,314.14,264.36,113.02,0.966155,227.842,22092.6,274.528,27099.7,3,2.18341,0.922148,1,5.725,23,0.352941,1.65777,2,73.9889,1183.82,21.4117,1.0196,61.0096,86.9832,2628.78,11.5297,0.298333,146-2-10,pyramidal,50.11,80.11
146-2-2.CNG.swc,29216.4,29216.4,10368,13294.9,6,29,64,236.84,309.71,96.05,0.995596,213.752,29521.3,250.894,35898.8,4,2.40994,0.925611,1,4.95385,19,0.405747,1.66905,2,68.6148,1921.22,29.4568,1.01575,65.4226,112.129,3440.24,10.7173,0.32,146-2-2,pyramidal,106.56,56.54
146-2-3.CNG.swc,21707.3,21707.3,8377.33,10542.3,5,22,49,244.41,379.13,97.87,0.988144,253.397,29823,276.932,33938.8,5,2.78788,0.951296,1,5.28,15,0.338154,1.6469,2,56.7132,1190.98,24.3552,1.0148,53.1511,96.3981,3208.17,12.1984,0.295,146-2-3,pyramidal,112.13,27.33
146-2-4.CNG.swc,33692.5,33692.5,10348.7,14909.2,5,32,69,311.56,295.82,92.26,0.823233,246.336,37463.9,277.543,46928.3,5,3.2219,0.938964,1,4.95714,18,0.451786,1.75476,2,69.8999,2166.9,25.3959,1.01584,65.0444,168.529,4013.33,11.5992,0.2625,146-2-4,pyramidal,107.8,50.43
146-2-5.CNG.swc,31859.8,31859.8,11233.1,14569.1,6,27,60,370.92,275.5,86.96,0.872429,315.512,46914.4,375.737,58233.2,5,2.77805,0.930394,1,6.57377,23,0.324691,1.71125,2,79.1674,2058.35,35.6768,1.01934,59.9152,153.164,4064.74,10.1619,0.285,146-2-5,pyramidal,215.78,91.62
146-2-6.CNG.swc,36877.1,36877.1,11015.2,15755.7,6,30,66,431.99,437.42,84.08,0.838108,301.716,51350.9,342.894,59709.7,5,2.88452,0.946274,1,6.07463,26,0.402778,1.6748,2,69.9967,2029.91,35.5533,1.01581,60.3727,127.6,4245.8,10.4576,0.282,146-2-6,pyramidal,104.87,102.76
146-2-7.CNG.swc,18149.3,18149.3,6867.51,8327,8,14,36,183.16,296.69,98.77,0.981438,212.795,19269.3,255.523,22451.5,3,1.63717,0.939078,1,6.10811,21,0.309524,1.17906,2,73.4156,954.403,20.35,1.0175,63.7276,91.9577,2366.27,10.5167,0.328333,146-2-7,pyramidal,80.52,52.29
146-2-8.CNG.swc,43349.8,43349.8,9266.9,15687.7,4,22,48,248.91,423.61,100.3,0.839892,281.25,45472,339.798,54901.7,5,2.90419,0.919395,1,6.81633,24,0.536869,1.73394,2,73.0353,1533.74,29.5201,1.01794,55.1614,99.0272,3747.5,11.2538,0.28,146-2-8,pyramidal,103.58,60.18
146-2-9.CNG.swc,29786.9,29786.9,6620.43,11017.6,4,20,44,213.73,249.44,108.93,0.963496,211.232,22210.5,242.545,25668,5,2.83478,0.954136,1,5.11111,14,0.442381,1.70715,2,57.0451,1083.86,23.3683,1.01601,54.2244,94.512200000000007,2418.85,10.5627,0.28,146-2-9,pyramidal,85.27,46.31
146-3-1.CNG.swc,24321.3,24321.3,9610.97,12557.9,6,24,54,253,318.48,88.17,0.944267,263.902,33002.7,333.592,38827.6,4,2.34783,0.941215,1,5.43636,17,0.334722,1.59678,2,64.0205,1472.47,32.3436,1.01074,51.9724,129.054,3191.14,10.7085,0.303,146-3-1,pyramidal,131.12,70.81
146-3-10.CNG.swc,39957.8,39957.8,15408.1,19558.2,4,28,60,290.02,335.02,81.81,1.23798,288.318,43750.8,348.309,56511.8,5,3.4,0.918728,1,6.14754,23,0.386054,1.80106,2,65.0514,1756.39,32.6053,1.01892,52.1969,142.204,3841.19,10.2706,0.378333,146-3-10,pyramidal,127.75,79.15
146-3-2.CNG.swc,25935.3,25935.3,7912.83,11861.2,6,30,66,271.88,199.93,79.99,0.980773,227.57,21415.3,266.162,25706,5,2.76172,0.936642,1,3.8209,18,0.622778,1.76055,3.88299,68.2422,1979.03,24.3812,1.01588,63.7261,137.624,2588.57,10.1512,0.306,146-3-2,pyramidal,28.23,95.33
146-3-3.CNG.swc,44237.8,44237.8,12463.1,19862.5,6,31,68,371.33,344,84.24,0.788987,300.551,59901.8,338.238,69597.1,5,3.01339,0.928273,1,6.49275,24,0.407706,1.74759,2,60.0565,1801.7,39.7434,1.01906,44.8287,74.7723,4587.67,10.2632,0.2725,146-3-3,pyramidal,74.56,81.93
146-3-4.CNG.swc,27444.6,27444.6,8161.52,11973.2,5,20,45,303.99,251.83,89.99,1.0075,267.734,26524.2,299.037,31613,4,2.45802,0.922627,1,5.69565,23,0.318333,1.61476,2,77.2268,1467.31,22.4091,1.01859,60.3763,145.614,2711.11,10.3874,0.31375,146-3-4,pyramidal,124.14,88.84
146-3-5.CNG.swc,57006.8,57006.8,13648.7,22588.9,6,38,82,298.01,342.01,109.69,0.774134,280.461,67569.6,343.646,81970.5,5,3.11935,0.929865,1,6.66265,24,0.335936,1.74308,2,69.3292,2565.18,47.7877,1.01676,57.7702,169.403,5434.76,9.84558,0.277,146-3-5,pyramidal,131.26,67.14
146-3-6.CNG.swc,47387.4,47387.4,11424.7,18329.5,6,28,62,382.24,307.02,92.87,0.816074,298.161,48642.7,357.612,59242.9,5,2.4532,0.93273,1,6.44444,22,0.311905,1.72126,2,62.311,1682.4,41.6571,1.01603,54.8784,136.587,4466.51,11.0284,0.28,146-3-6,pyramidal,51.16,85.64
